Nr.;Autor;Titel;Format;Inhaltsbeschreibung;Genre;Verlag;Sprache;Zustand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3295;Jerry Cotton;Jerry Cotton - Der Skalpjäger;Paperback;Jerry Cotton;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3296;Lewis, Simon;Bad Traffic;Paperback;;Thriller;Rowohlt;Deutsch;abgenutzt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3297;Cornwell, Patricia;Das letzte Revier;Paperback;Kay Scarpetta;Thriller;Goldmann;Deutsch;abgenutzt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3298;Konsalik, Heinz;Das Geheimnis der sieben Palmen;Hardcover mit Einband;;Roman;Lingen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3299;Sharpe, Tess;River Of Violence;Paperback;;Thriller;bold;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3300;Buschmann, Claas;Wenn die Toten sprechen;Paperback;;Krimi;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3301;Welsh, Irvine;Kurzer Abstecher;Paperback;;Roman;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3302;Klüpfel, Voker & Kobr, Michael;Kluftinger;Hardcover mit Einband;Kluftinger - 10. Fall;Krimi, Lokal;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3303;Klüpfel, Voker & Kobr, Michael;In der ersten Reihe sieht man Meer;Paperback;;Roman;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3304;Rice, Anne;Die Mumie;Paperback;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3305;Kepler, Lars;Paganinis Fluch;Hardcover mit Einband;;Krimi, Skandinavien;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3306;Müller, Jessica;Eisenhut und Apfelstrudel;Paperback;;Krimi, Lokal;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3307;Adams, Will;Die Jagd am Nil;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3308;Sandford, John;Die Schule des Todes;Hardcover mit Einband;;Thriller;Goldmann;Deutsch;Aus der Stern Bibliothek,ähnlic BILD Auflage von Büchern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3309;Lawrence, D. H.;Lady Chatterleys Liebhaber;Hardcover;;Frauenroman;Readers Digest;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3310;Follet, Ken;Eisfieber;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3311;Bass, Jefferson;Bis auf die Knochen;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3312;Brown, Dan;Inferno;Hardcover;;Thriller;Lübbe;Deutsch;Papier Einband fehlt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3313;Marshall, Michael;Blut Bruder;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3314;Bass, Jefferson;Todesstarre;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3315;Bass, Jefferson;Eine Hand voll Asche;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3316;Hoffman, Jilliane;Morpheus;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3317;Hummler, Birgit;Stahlbeton;Paperback;;Krimi, Lokal;Silberburg;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3318;Jerry Cotton;Jerry Cotton - Der unverwundbare;Paperback;Jerry Cotton;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3319;Child, Lincoln & Preston, Douglas;Das Relikt;Paperback;;Horror;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3320;Ellis, David;In Gottes Namen;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3321;Bass, Jefferson;Anatomie der Schuld;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3322;Macbride, Stuart;Blut und Knochen;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3323;Mooney, Chris;Scream;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3324;Almstädt, Eva;Am dunklen Wasser;Paperback;;Krimi, Lokal;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3325;Zille, Heinrich;Zille sein Milljöh;Hardcover mit Einband;;Comedy;Büchergilde Gutenberg;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3326;Meade, Glenn;Der zweite Messias;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3327;Börjlind, Cilla;Schlaf Lied;Paperback;4. Fall Oliva Rönning & Tom Stilton;Krimi, Skandinavien;Btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3328;Gruber, Andreas;Todes Märchen;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3329;Gerritsen, Tess;Toten Lied;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3330;Franz, Andreas;Todesmelodie;Paperback;Julia Durant - 12;Krimi, Lokal;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3331;Franz, Andreas;Der Panther;Paperback;Julia Durant - 19;Krimi, Lokal;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3332;Slaughter, Karin;Zerstört;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3333;Bjork, Samuel;Engelskalt;Paperback;;Thriller;Goldmann;Deutsch;Rücken stark verknickt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3334;Hohlbein, Wolfgang;Die Töchter des Drachen;Paperback;;Fantasy;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3335;Falk, Rita;Weisswurst Connection;Paperback;Eberhofer - 08. Fall;Krimi, Lokal;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3336;Franz, Andreas;Der Jäger;Paperback;Julia Durant - 04;Krimi, Lokal;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3337;Franz, Andreas;Das achte Opfer;Paperback;Julia Durant - 02;Krimi, Lokal;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3338;Berndorf, Jacques;Eifel-Müll;Paperback;Siggi Baumeister - 13;Krimi, Lokal;Grafit;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3339;Cussler, Clive & Brown, Graham;Todeshandel;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3340;Shem, Samuel;Mount Misery;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3341;Cleeves, Ann;Ein dunkler Fleck;Paperback;;Krimi, Britisch;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3342;Thiesler, Sabine;Zeckend Biss;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3343;Wehrle, Martin;Die Ratte;Paperback;;Krimi;Benevento;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3344;Forbes, Collin;Hexenkessel;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3345;Boyd, William;Solo;Paperback;James Bond Roman;Thriller;Jonathan Cape;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3346;Canavan, Trudi;Novice;Paperback;Black Magician Trilogy - 02;Fantasy;Orbit;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3347;Canavan, Trudi;The Highlord;Paperback;Black Magician Trilogy - 03;Fantasy;Orbit;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3348;Canavan, Trudi;The Rogue;Paperback;Traitor Spy Trilogy - 02;Fantasy;Orbit;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3349;Canavan, Trudi;The Traitor Queen;Paperback;Traitor Spy Trilogy - 03;Fantasy;Orbit;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3350;Christie, Agatha;Das fahle Pferd / Das unvollendete Bildnis;Hardcover;;Krimi, Britisch;Kaiser;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3351;Clancy, Tom;Gefahrenzone;Paperback;Jack Ryan;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3352;Zafon Ruiz, Carlos;Der dunkle Wächter;Hardcover mit Einband;;Roman;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3353;Martin, Pierre;Monsieur le Comte und die Kunst des Tötens;Paperback;;Krimi;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3354;Dannenberg, Peter;Das kleine Schumann-Buch;Paperback;;Biografie;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3355;Rademacher, Cay;Tödliche Cmargue;Paperback;Roger Blanc;Krimi, Frankreich;Dumont;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3356;Lehtolainen, Leena;Die Todesspirale;Paperback;;Krimi, Skandinavien;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3357;Yousafzai, Malala;Ich bin Malala;Paperback;;Biografie;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3358;Mosley, Walter;Auf Abwegen;Hardcover mit Einband;;Roman;Argon;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3359;Bushnell, Candace;Lipstick Jungle;Paperback;;Roman;Hyperion;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3360;Fitzek, Sebastian;Playlist;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3361;Kinkel, Tanja;Die Schatten von La Rochelle;Paperback;;Roman, Historie;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3362;Lee Stewart, Trenton;Die gehime Benedict-Gesellschaft;Hardcover mit Einband;;Jugendbuch;Bloomsbury;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3363;Maurer, Maximilian;Mord macht einsam;Paperback;Inspector Hipplyt Gibbs;Krimi, Britisch;Editionnova;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3364;Walters, Minette;Der Schrei des Hahns;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3365;Christie, Agatha;Regele de Treflă și alte povestiri;Paperback;;Krimi, Britisch;Excelsior;Rumänisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3366;Niffenegger, Audrey;The Time Travelers Wife;Paperback;;Roman;Vintage;Englisch;fleckig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3367;George, Elizabeth;Am Ende war die Tat;Paperback;Inspektor Linley;Krimi, Britisch;Goldmann;Deutsch;abgenutzt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3368;Poore, Michael;Der raffinierte Mr. Scratch;Paperback;;Roman;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3369;Horowitz, Anthony;Gemini-Project;Paperback;Alex Rider 02;Jugendbuch;Ravensburger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3370;Horowitz, Anthony;Stormbreaker;Paperback;Alex Rider 01;Jugendbuch;Ravensburger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3371;Grimes, Martha;Inspektor Jury spielt Katz und Maus;Hardcover mit Einband;Inspektor Jury;Krimi, Britisch;Wunderlich;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3372;Heiland, Henrike;Blutsünde;Hardcover;;Krimi, Lokal;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3373;Hanke, Kathrin/ Kröger, Claudia;Blutheide;Hardcover;;Krimi, Lokal;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3374;Franz, Andreas;Blutwette;Paperback;Julia Durant;Krimi, Lokal;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3375;Wethekam, Cili;Tignasse Kind der Revolution;Hardcover mit Einband;;Jugendbuch;Thienemann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3376;Grund, Maria;Fuchs Mädchen;Paperback;;Krimi, Skandinavien;Penguin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3377;Kelly, Erin;Vier, zwei, eins;Paperback;;Thriller;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3378;Spurrier, Simon;Der Biss der Schlange;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3379;Grant, Vicki;36 Fragen an Dich;Paperback;;Jugendbuch;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3380;Trenker, Luis;Alle gut gegangen;Hardcover mit Einband;;Biografie;Berelsmann;Deutsch;mit Autogramm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3381;Higgins, Jack;Solo;Hardcover mit Einband;;Thriller;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3382;Sayers, Dorothy L.;Hochzeit kommt vor dem Fall;Paperback;;Krimi, Britisch;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3383;Sayers, Dorothy L.;Starkes Gift;Paperback;;Krimi, Britisch;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3384;Horowitz, Anthony;Scorpia;Paperback;Alex Rider 05;Jugendbuch;Ravensburger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3385;Horowitz, Anthony;Eagle Strike;Paperback;Alex Rider 04;Jugendbuch;Ravensburger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3386;Horowitz, Anthony;Skeleton Key;Paperback;Alex Rider 03;Jugendbuch;Ravensburger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3387;Tursten, Helene;Der Novembermörder;Paperback;;Krimi, Skandinavien;btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388;Brown, Dan;Origin;Hardcover mit Einband;;Thriller;Lübbe;Deutsch;Papier Einband etwas beschädigt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3389;Safier, David;Mieses Karma hoch 2;Paperback;;Comedy;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3390;Monteagudo, David;Ende;Hardcover mit Einband;;Roman;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391;Preußler, Otfried;Krabat;Paperback;;Jugendbuch;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3392;Mankell, Henning;Die rote Antilope;Hardcover mit Einband;;Roman;Zsolnay;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3393;Adams, Douglas;Der lange dunkle Fünfuhrteee der Seele;Hardcover;;Roman;Rogner & Bernhard;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3394;Lorentz, Iny;Das goldene Ufer;Paperback;Auswanderer Saga 01;Roman, Historie;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395;Lorentz, Iny;Der Fluch der Rose;Paperback;;Roman, Historie;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3396;Nikolai, Maria;Die Schokoladen Villa;Paperback;;Liebesroman;Penguin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3397;Grisham, John;Der Gerechte;Paperback;;Thriller, Gericht;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3398;Falk, Rita;Guglhupf-Geschwader;Paperback;Eberhofer - 10. Fall;Krimi, Lokal;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3399;Straub, Peter;Mystery;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3400;Safier, David;Traumprinz;Paperback;;Liebesroman;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3401;Coben, Harlan;Abgeblockt;Paperback;;Thriller;Goldmann;Deutsch;Mängelexemplar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3402;Jerry Cotton;Jerry Cotton - Die Mörderkartze/ Wer die Mafia reizt/ Der Kamikaze aus Jerusalem;Paperback;Jerry Cotton;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3403;Coelho, Paulo;Die Hexe von Portobello;Paperback;;Roman;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3404;Swobodnik, Sobo;Kille Kille King;Paperback;;Krimi, Lokal;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3405;Rowling, Joanne K.;The Casual Vacancy;Paperback;;Roman;Sphere;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406;Nesbo, Jo;Blood On Snow - Das Versteck;Paperback;;Krimi, Skandinavien;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3407;Hoffman, Jilliane;Vater Unser;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3408;Safier, David;Mieses Karma;Paperback;;Comedy;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3409;Enger, Thomas;Sterblich;Paperback;Henning-Juul Krimi;Krimi, Skandinavien;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3410;Abercrombie, Joe;Kriegsklingen;Paperback;;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3411;Coleman, Loren;Das Lieder der Sieger;Paperback;03 - Die Legenden von Conand;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3412;Canavan, Trudi;Sonea - Die Hüterin;Paperback;01 - Sonea Trilogie;Fantasy;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3413;Canavan, Trudi;Sonea - Die Heilerin;Paperback;02 - Sonea Trilogie;Fantasy;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3414;Canavan, Trudi;Sonea - Die Königin;Paperback;03 - Sonea Trilogie;Fantasy;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3415;Beckett, Simon;Der Hof;Paperback;;Thriller;Rowohlt;Deutsch;verknickt und etwas gewellt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
